文件路径：/home/xuchen/FanMing/file/topicScore/Anzhi/43.txt
文件总数：1307
敏感函数个数:218
函数名,主题使用次数,恶意使用次数,威胁评分
android/content/ContentResolver:getSyncAutomatically(android/accounts/Account;java/lang/String;)Z,2/1307,2/6154,8.57703715586897E-4
android/content/ContentResolver:setIsSyncable(android/accounts/Account;java/lang/String;I)V,4/1307,2/6154,7.856046744376099E-4
android/content/ContentResolver:setSyncAutomatically(android/accounts/Account;java/lang/String;Z)V,4/1307,2/6154,7.856046744376099E-4
android/app/WallpaperManager:setStream(java/io/InputStream;)V,6/1307,2/6154,7.38114250102791E-4
android/accounts/AccountManager:blockingGetAuthToken(android/accounts/Account;java/lang/String;Z)java/lang/String;,12/1307,2/6154,6.50741707921257E-4
android/provider/ContactsContract$Contacts:getLookupUri(Jjava/lang/String;)android/net/Uri;,1/1307,1/6154,4.5746597203714066E-4
android/app/WallpaperManager:clear()V,1/1307,1/6154,4.5746597203714066E-4
android/bluetooth/BluetoothAdapter:setName(java/lang/String;)Z,1/1307,1/6154,4.5746597203714066E-4
android/accounts/AccountManager:getAccountsByTypeAndFeatures(java/lang/String;[java/lang/String;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/1307,1/6154,4.5746597203714066E-4
android/provider/Settings$System:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,157/1307,3/6154,4.473278358593379E-4
android/telephony/SmsManager:sendDataMessage(java/lang/String;java/lang/String;S[Bandroid/app/PendingIntent;android/app/PendingIntent;)V,2/1307,1/6154,4.288518577934485E-4
android/media/AudioManager:setMicrophoneMute(Z)V,2/1307,1/6154,4.288518577934485E-4
android/accounts/AccountManager:addOnAccountsUpdatedListener(android/accounts/OnAccountsUpdateistener;android/os/Handler;Z)V,2/1307,1/6154,4.288518577934485E-4
android/content/ContentResolver:getIsSyncable(android/accounts/Account;java/lang/String;)I,3/1307,1/6154,4.085498206455285E-4
android/net/wifi/WifiManager:reassociate()Z,4/1307,1/6154,3.9280233721880495E-4
android/net/wifi/WifiManager:disconnect()Z,12/1307,1/6154,3.253708539606285E-4
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;Zandroid/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,29/1307,1/6154,2.6635592019188853E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,57/1307,1/6154,2.198322382219056E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,57/1307,1/6154,2.198322382219056E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,59/1307,1/6154,2.174397688002764E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/protocol/HttpContext;)org/apache/http/HttpResponse;,62/1307,1/6154,2.1399659378078693E-4
android/provider/Settings$System:putLong(android/content/ContentResolver;java/lang/String;J)Z,27/1307,0/6154,0.0
android/bluetooth/BluetoothDevice:createInsecureRfcommSocketToServiceRecord(java/util/UUID;)android/bluetooth/BluetoothSocket;,2/1307,0/6154,0.0
android/net/wifi/WifiManager:pingSupplicant()Z,3/1307,0/6154,0.0
android/location/LocationManager:requestSingleUpdate(android/location/Criteria;android/app/PendingIntent;)V,2/1307,0/6154,0.0
android/location/LocationManager:addNmeaListener(android/location/GpsStatus$Nmeaistener;)Z,50/1307,0/6154,0.0
android/bluetooth/BluetoothHeadset:getConnectedDevices()java/util/ist;,2/1307,0/6154,0.0
android/bluetooth/BluetoothDevice:getBluetoothClass()android/bluetooth/BluetoothClass;,6/1307,0/6154,0.0
android/bluetooth/BluetoothHeadset:isAudioConnected(android/bluetooth/BluetoothDevice;)Z,1/1307,0/6154,0.0
android/speech/SpeechRecognizer:cancel()V,1/1307,0/6154,0.0
java/net/ServerSocket:bind(java/net/SocketAddress;I)V,6/1307,0/6154,0.0
android/nfc/NfcAdapter:setBeamPushUrisCallback(android/nfc/NfcAdapter$CreateBeamUrisCallback;android/app/Activity;)V,3/1307,0/6154,0.0
android/media/AudioManager:setParameters(java/lang/String;)V,7/1307,0/6154,0.0
