文件路径：/home/xuchen/FanMing/file/topicScore/Google/Productivity.txt
文件总数：569
敏感函数个数:216
函数名,主题使用次数,恶意使用次数,威胁评分
android/net/wifi/WifiManager$MulticastLock:acquire()V,3/569,4/6154,0.0013994489925688066
android/media/AudioManager:isBluetoothA2dpOn()Z,3/569,4/6154,0.0013994489925688066
android/net/wifi/WifiManager$MulticastLock:release()V,3/569,4/6154,0.0013994489925688066
android/provider/Browser:clearHistory(android/content/ContentResolver;)V,11/569,5/6154,0.0013616599125344866
android/app/NotificationManager:notify(java/lang/String;Iandroid/app/Notification;)V,12/569,5/6154,0.0013334164072865082
android/provider/Browser:canClearHistory(android/content/ContentResolver;)Z,1/569,3/6154,0.0011963351986014415
android/net/wifi/WifiManager:updateNetwork(android/net/wifi/WifiConfiguration;)I,1/569,3/6154,0.0011963351986014415
android/widget/QuickContactBadge:assignContactFromEmail(java/lang/String;Z)V,6/569,3/6154,9.31108657644206E-4
android/provider/Settings$System:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,11/569,3/6154,8.169959475206921E-4
android/nfc/tech/NdefFormatable:connect()V,1/569,2/6154,7.975567990676277E-4
android/nfc/tech/NdefFormatable:format(android/nfc/NdefMessage;)V,1/569,2/6154,7.975567990676277E-4
android/net/ConnectivityManager:getNetworkPreference()I,1/569,2/6154,7.975567990676277E-4
android/nfc/tech/Ndef:connect()V,1/569,2/6154,7.975567990676277E-4
android/nfc/NfcAdapter:enableForegroundDispatch(android/app/Activity;android/app/PendingIntent;[android/content/IntentFilter;[[java/lang/String;)V,1/569,2/6154,7.975567990676277E-4
android/nfc/NfcAdapter:disableForegroundDispatch(android/app/Activity;)V,1/569,2/6154,7.975567990676277E-4
android/nfc/tech/Ndef:writeNdefMessage(android/nfc/NdefMessage;)V,1/569,2/6154,7.975567990676277E-4
android/provider/Settings$Secure:getUriFor(java/lang/String;)android/net/Uri;,3/569,2/6154,6.997244962844033E-4
android/content/ContentResolver:setIsSyncable(android/accounts/Account;java/lang/String;I)V,5/569,2/6154,6.42496267797019E-4
android/accounts/AccountManager:blockingGetAuthToken(android/accounts/Account;java/lang/String;Z)java/lang/String;,5/569,2/6154,6.42496267797019E-4
